"No.","Time","Source","Destination","Protocol","Length","Info"
"1321","12:51:02.474000","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1322","12:51:02.474021","192.168.43.9","69.171.250.54","TCP","54","50378  >  443 [ACK] Seq=2197 Ack=1101329 Win=2119424 Len=0"
"1323","12:51:02.476064","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1324","12:51:02.476065","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1325","12:51:02.476121","192.168.43.9","69.171.250.54","TCP","54","50378  >  443 [ACK] Seq=2197 Ack=1104129 Win=2119424 Len=0"
"1326","12:51:02.481323","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1327","12:51:02.481323","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1328","12:51:02.481366","192.168.43.9","69.171.250.54","TCP","54","50378  >  443 [ACK] Seq=2197 Ack=1106929 Win=2119424 Len=0"
"1329","12:51:02.506039","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1330","12:51:02.506043","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1331","12:51:02.506043","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1332","12:51:02.506044","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1333","12:51:02.506092","192.168.43.9","69.171.250.54","TCP","54","50378  >  443 [ACK] Seq=2197 Ack=1112529 Win=2119424 Len=0"
"1334","12:51:02.510256","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1335","12:51:02.510257","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1336","12:51:02.510258","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1337","12:51:02.510306","192.168.43.9","69.171.250.54","TCP","54","50378  >  443 [ACK] Seq=2197 Ack=1116729 Win=2119424 Len=0"
"1338","12:51:02.517434","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1339","12:51:02.517434","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1340","12:51:02.517435","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1341","12:51:02.517488","192.168.43.9","69.171.250.54","TCP","54","50378  >  443 [ACK] Seq=2197 Ack=1120929 Win=2119424 Len=0"
"1342","12:51:02.521469","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1343","12:51:02.521470","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1344","12:51:02.521470","69.171.250.54","192.168.43.9","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"1345","12:51:02.521472","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1346","12:51:02.521472","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1347","12:51:02.521473","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1348","12:51:02.521525","192.168.43.9","69.171.250.54","TCP","66","50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1125129 SRE=1126529"
"1349","12:51:02.521577","192.168.43.9","69.171.250.54","TCP","66","[TCP Dup ACK 1348#1] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1125129 SRE=1127929"
"1350","12:51:02.521603","192.168.43.9","69.171.250.54","TCP","66","[TCP Dup ACK 1348#2] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1125129 SRE=1129329"
"1351","12:51:02.521624","192.168.43.9","69.171.250.54","TCP","66","[TCP Dup ACK 1348#3] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1125129 SRE=1130729"
"1352","12:51:02.525778","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1353","12:51:02.525779","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1354","12:51:02.525779","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1355","12:51:02.525782","69.171.250.54","192.168.43.9","TCP","1454","443  >  50378 [ACK] Seq=1134929 Ack=2197 Win=30208 Len=1400"
"1356","12:51:02.525783","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1357","12:51:02.525783","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1358","12:51:02.525784","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1359","12:51:02.525784","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1360","12:51:02.525785","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1361","12:51:02.525785","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1362","12:51:02.525837","192.168.43.9","69.171.250.54","TCP","66","[TCP Dup ACK 1348#4] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1125129 SRE=1132129"
"1363","12:51:02.525893","192.168.43.9","69.171.250.54","TCP","66","[TCP Dup ACK 1348#5] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1125129 SRE=1133529"
"1364","12:51:02.525916","192.168.43.9","69.171.250.54","TCP","66","[TCP Dup ACK 1348#6] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1125129 SRE=1134929"
"1365","12:51:02.525936","192.168.43.9","69.171.250.54","TCP","66","[TCP Dup ACK 1348#7] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1125129 SRE=1136329"
"1366","12:51:02.525956","192.168.43.9","69.171.250.54","TCP","66","[TCP Dup ACK 1348#8] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1125129 SRE=1137729"
"1367","12:51:02.525977","192.168.43.9","69.171.250.54","TCP","66","[TCP Dup ACK 1348#9] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1125129 SRE=1139129"
"1368","12:51:02.525997","192.168.43.9","69.171.250.54","TCP","66","[TCP Dup ACK 1348#10] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1125129 SRE=1140529"
"1369","12:51:02.526017","192.168.43.9","69.171.250.54","TCP","66","[TCP Dup ACK 1348#11] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1125129 SRE=1141929"
"1370","12:51:02.526039","192.168.43.9","69.171.250.54","TCP","66","[TCP Dup ACK 1348#12] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1125129 SRE=1143329"
"1371","12:51:02.526063","192.168.43.9","69.171.250.54","TCP","66","[TCP Dup ACK 1348#13] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1125129 SRE=1144729"
"1372","12:51:02.528057","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1373","12:51:02.528106","192.168.43.9","69.171.250.54","TCP","66","[TCP Dup ACK 1348#14] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1125129 SRE=1146129"
"1374","12:51:02.530201","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1375","12:51:02.530201","69.171.250.54","192.168.43.9","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"1376","12:51:02.530204","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1377","12:51:02.530205","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1378","12:51:02.530205","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1379","12:51:02.530206","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1380","12:51:02.530206","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1381","12:51:02.530207","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1382","12:51:02.530207","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1383","12:51:02.530208","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1384","12:51:02.530208","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1385","12:51:02.530264","192.168.43.9","69.171.250.54","TCP","66","[TCP Dup ACK 1348#15] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1125129 SRE=1147529"
"1386","12:51:02.530323","192.168.43.9","69.171.250.54","TCP","74","[TCP Dup ACK 1348#16] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1148929 SRE=1150329 SLE=1125129 SRE=1147529"
"1387","12:51:02.530352","192.168.43.9","69.171.250.54","TCP","74","[TCP Dup ACK 1348#17] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1148929 SRE=1151729 SLE=1125129 SRE=1147529"
"1388","12:51:02.530376","192.168.43.9","69.171.250.54","TCP","74","[TCP Dup ACK 1348#18] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1148929 SRE=1153129 SLE=1125129 SRE=1147529"
"1389","12:51:02.530399","192.168.43.9","69.171.250.54","TCP","74","[TCP Dup ACK 1348#19] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1148929 SRE=1154529 SLE=1125129 SRE=1147529"
"1390","12:51:02.530422","192.168.43.9","69.171.250.54","TCP","74","[TCP Dup ACK 1348#20] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1148929 SRE=1155929 SLE=1125129 SRE=1147529"
"1391","12:51:02.530447","192.168.43.9","69.171.250.54","TCP","74","[TCP Dup ACK 1348#21] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1148929 SRE=1157329 SLE=1125129 SRE=1147529"
"1392","12:51:02.530473","192.168.43.9","69.171.250.54","TCP","74","[TCP Dup ACK 1348#22] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1148929 SRE=1158729 SLE=1125129 SRE=1147529"
"1393","12:51:02.530497","192.168.43.9","69.171.250.54","TCP","74","[TCP Dup ACK 1348#23] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1148929 SRE=1160129 SLE=1125129 SRE=1147529"
"1394","12:51:02.530521","192.168.43.9","69.171.250.54","TCP","74","[TCP Dup ACK 1348#24] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1148929 SRE=1161529 SLE=1125129 SRE=1147529"
"1395","12:51:02.530544","192.168.43.9","69.171.250.54","TCP","74","[TCP Dup ACK 1348#25] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1148929 SRE=1162929 SLE=1125129 SRE=1147529"
"1396","12:51:02.532886","69.171.250.54","192.168.43.9","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"1397","12:51:02.532887","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1398","12:51:02.532889","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1399","12:51:02.532890","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1400","12:51:02.532891","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1401","12:51:02.532891","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1402","12:51:02.532892","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1403","12:51:02.532893","69.171.250.54","192.168.43.9","TCP","1454","443  >  50378 [ACK] Seq=1174129 Ack=2197 Win=30208 Len=1400"
"1404","12:51:02.532894","69.171.250.54","192.168.43.9","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"1405","12:51:02.532894","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1406","12:51:02.532895","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1407","12:51:02.532980","192.168.43.9","69.171.250.54","TCP","82","[TCP Dup ACK 1348#26] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1164329 SRE=1165729 SLE=1148929 SRE=1162929 SLE=1125129 SRE=1147529"
"1408","12:51:02.533064","192.168.43.9","69.171.250.54","TCP","82","[TCP Dup ACK 1348#27] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1164329 SRE=1167129 SLE=1148929 SRE=1162929 SLE=1125129 SRE=1147529"
"1409","12:51:02.533121","192.168.43.9","69.171.250.54","TCP","82","[TCP Dup ACK 1348#28] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1164329 SRE=1168529 SLE=1148929 SRE=1162929 SLE=1125129 SRE=1147529"
"1410","12:51:02.533175","192.168.43.9","69.171.250.54","TCP","82","[TCP Dup ACK 1348#29] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1164329 SRE=1169929 SLE=1148929 SRE=1162929 SLE=1125129 SRE=1147529"
"1411","12:51:02.533228","192.168.43.9","69.171.250.54","TCP","82","[TCP Dup ACK 1348#30] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1164329 SRE=1171329 SLE=1148929 SRE=1162929 SLE=1125129 SRE=1147529"
"1412","12:51:02.533283","192.168.43.9","69.171.250.54","TCP","82","[TCP Dup ACK 1348#31] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1164329 SRE=1172729 SLE=1148929 SRE=1162929 SLE=1125129 SRE=1147529"
"1413","12:51:02.533344","192.168.43.9","69.171.250.54","TCP","82","[TCP Dup ACK 1348#32] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1164329 SRE=1174129 SLE=1148929 SRE=1162929 SLE=1125129 SRE=1147529"
"1414","12:51:02.533391","192.168.43.9","69.171.250.54","TCP","82","[TCP Dup ACK 1348#33] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1164329 SRE=1175529 SLE=1148929 SRE=1162929 SLE=1125129 SRE=1147529"
"1415","12:51:02.533437","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#34] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1176929 SRE=1178329 SLE=1164329 SRE=1175529 SLE=1148929 SRE=1162929 SLE=1125129 SRE=1147529"
"1416","12:51:02.533483","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#35] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1176929 SRE=1179729 SLE=1164329 SRE=1175529 SLE=1148929 SRE=1162929 SLE=1125129 SRE=1147529"
"1417","12:51:02.533529","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#36] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1176929 SRE=1181129 SLE=1164329 SRE=1175529 SLE=1148929 SRE=1162929 SLE=1125129 SRE=1147529"
"1418","12:51:02.534002","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1419","12:51:02.534003","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1420","12:51:02.534005","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1421","12:51:02.534006","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1422","12:51:02.534007","69.171.250.54","192.168.43.9","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"1423","12:51:02.534007","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1424","12:51:02.534008","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1425","12:51:02.534079","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#37] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1176929 SRE=1182529 SLE=1164329 SRE=1175529 SLE=1148929 SRE=1162929 SLE=1125129 SRE=1147529"
"1426","12:51:02.534157","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#38] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1176929 SRE=1183929 SLE=1164329 SRE=1175529 SLE=1148929 SRE=1162929 SLE=1125129 SRE=1147529"
"1427","12:51:02.534223","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#39] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1176929 SRE=1185329 SLE=1164329 SRE=1175529 SLE=1148929 SRE=1162929 SLE=1125129 SRE=1147529"
"1428","12:51:02.534307","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#40] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1176929 SRE=1186729 SLE=1164329 SRE=1175529 SLE=1148929 SRE=1162929 SLE=1125129 SRE=1147529"
"1429","12:51:02.534371","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#41] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1188129 SRE=1189529 SLE=1176929 SRE=1186729 SLE=1164329 SRE=1175529 SLE=1148929 SRE=1162929"
"1430","12:51:02.534429","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#42] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1188129 SRE=1190929 SLE=1176929 SRE=1186729 SLE=1164329 SRE=1175529 SLE=1148929 SRE=1162929"
"1431","12:51:02.534482","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#43] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1188129 SRE=1192329 SLE=1176929 SRE=1186729 SLE=1164329 SRE=1175529 SLE=1148929 SRE=1162929"
"1432","12:51:02.549476","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1433","12:51:02.549477","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1434","12:51:02.549478","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1435","12:51:02.549480","69.171.250.54","192.168.43.9","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"1436","12:51:02.549480","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1437","12:51:02.549481","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1438","12:51:02.549481","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1439","12:51:02.549482","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1440","12:51:02.549482","69.171.250.54","192.168.43.9","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"1441","12:51:02.549483","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1442","12:51:02.549483","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1443","12:51:02.549549","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#44] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1188129 SRE=1193729 SLE=1176929 SRE=1186729 SLE=1164329 SRE=1175529 SLE=1148929 SRE=1162929"
"1444","12:51:02.549609","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#45] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1188129 SRE=1195129 SLE=1176929 SRE=1186729 SLE=1164329 SRE=1175529 SLE=1148929 SRE=1162929"
"1445","12:51:02.549633","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#46] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1188129 SRE=1196529 SLE=1176929 SRE=1186729 SLE=1164329 SRE=1175529 SLE=1148929 SRE=1162929"
"1446","12:51:02.549657","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#47] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1197929 SRE=1199329 SLE=1188129 SRE=1196529 SLE=1176929 SRE=1186729 SLE=1164329 SRE=1175529"
"1447","12:51:02.549679","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#48] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1197929 SRE=1200729 SLE=1188129 SRE=1196529 SLE=1176929 SRE=1186729 SLE=1164329 SRE=1175529"
"1448","12:51:02.549701","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#49] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1197929 SRE=1202129 SLE=1188129 SRE=1196529 SLE=1176929 SRE=1186729 SLE=1164329 SRE=1175529"
"1449","12:51:02.549722","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#50] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1197929 SRE=1203529 SLE=1188129 SRE=1196529 SLE=1176929 SRE=1186729 SLE=1164329 SRE=1175529"
"1450","12:51:02.549741","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#51] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1197929 SRE=1204929 SLE=1188129 SRE=1196529 SLE=1176929 SRE=1186729 SLE=1164329 SRE=1175529"
"1451","12:51:02.549765","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#52] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1206329 SRE=1207729 SLE=1197929 SRE=1204929 SLE=1188129 SRE=1196529 SLE=1176929 SRE=1186729"
"1452","12:51:02.549793","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#53] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1206329 SRE=1209129 SLE=1197929 SRE=1204929 SLE=1188129 SRE=1196529 SLE=1176929 SRE=1186729"
"1453","12:51:02.549818","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#54] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1206329 SRE=1210529 SLE=1197929 SRE=1204929 SLE=1188129 SRE=1196529 SLE=1176929 SRE=1186729"
"1454","12:51:02.549924","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1455","12:51:02.549924","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1456","12:51:02.549926","69.171.250.54","192.168.43.9","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"1457","12:51:02.549927","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1458","12:51:02.549927","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1459","12:51:02.549928","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1460","12:51:02.549928","69.171.250.54","192.168.43.9","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"1461","12:51:02.549929","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1462","12:51:02.549930","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1463","12:51:02.549931","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1464","12:51:02.549931","69.171.250.54","192.168.43.9","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"1465","12:51:02.549979","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#55] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1206329 SRE=1211929 SLE=1197929 SRE=1204929 SLE=1188129 SRE=1196529 SLE=1176929 SRE=1186729"
"1466","12:51:02.550026","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#56] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1206329 SRE=1213329 SLE=1197929 SRE=1204929 SLE=1188129 SRE=1196529 SLE=1176929 SRE=1186729"
"1467","12:51:02.550056","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#57] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1214729 SRE=1216129 SLE=1206329 SRE=1213329 SLE=1197929 SRE=1204929 SLE=1188129 SRE=1196529"
"1468","12:51:02.550092","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#58] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1214729 SRE=1217529 SLE=1206329 SRE=1213329 SLE=1197929 SRE=1204929 SLE=1188129 SRE=1196529"
"1469","12:51:02.550131","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#59] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1214729 SRE=1218929 SLE=1206329 SRE=1213329 SLE=1197929 SRE=1204929 SLE=1188129 SRE=1196529"
"1470","12:51:02.550160","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#60] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1214729 SRE=1220329 SLE=1206329 SRE=1213329 SLE=1197929 SRE=1204929 SLE=1188129 SRE=1196529"
"1471","12:51:02.550186","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#61] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1221729 SRE=1223129 SLE=1214729 SRE=1220329 SLE=1206329 SRE=1213329 SLE=1197929 SRE=1204929"
"1472","12:51:02.550210","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#62] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1221729 SRE=1224529 SLE=1214729 SRE=1220329 SLE=1206329 SRE=1213329 SLE=1197929 SRE=1204929"
"1473","12:51:02.550233","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#63] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1221729 SRE=1225929 SLE=1214729 SRE=1220329 SLE=1206329 SRE=1213329 SLE=1197929 SRE=1204929"
"1474","12:51:02.550257","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#64] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1221729 SRE=1227329 SLE=1214729 SRE=1220329 SLE=1206329 SRE=1213329 SLE=1197929 SRE=1204929"
"1475","12:51:02.550283","192.168.43.9","69.171.250.54","TCP","90","[TCP Dup ACK 1348#65] 50378  >  443 [ACK] Seq=2197 Ack=1123729 Win=2119424 Len=0 SLE=1228729 SRE=1230129 SLE=1221729 SRE=1227329 SLE=1214729 SRE=1220329 SLE=1206329 SRE=1213329"
"1476","12:51:02.552280","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1477","12:51:02.552280","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
"1478","12:51:02.552284","69.171.250.54","192.168.43.9","TLSv1.3","1454","Continuation Data"
